20170712 09:15:00,266770,267200,266320,266644
20170712 09:30:00,266670,266807,266090,266400
20170712 09:45:00,266400,266400,264710,264850
20170712 10:00:00,264850,265370,264700,265016
20170712 10:15:00,265016,266477,264951,265880
20170712 10:30:00,265880,266410,264760,264800
20170712 10:45:00,264800,265002,261300,261501
20170712 11:00:00,261501,262700,261111,261998
20170712 11:15:00,261978,262000,259480,259480
20170712 11:30:00,259480,261520,258888,260833
20170712 11:45:00,260833,262412,259333,261316
20170712 12:00:00,261316,261900,259000,259826
20170712 12:15:00,259826,262397,259700,261215
20170712 12:30:00,260849,261460,259946,260320
20170712 12:45:00,260320,261429,260300,261429
20170712 13:00:00,261429,261486,259489,260001
20170712 13:15:00,260000,262005,259727,261811
20170712 13:30:00,261811,262500,261133,262487
20170712 13:45:00,262486,264600,262486,263464
20170712 14:00:00,263310,264190,262771,263550
20170712 14:15:00,263550,264709,263550,264011
20170712 14:30:00,263996,265000,263000,264467
20170712 14:45:00,264467,264899,263601,264232
